FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M2_INVERT_DATA.4720,4720,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,4,Echinodermata,Asteroidea,Ganeriidae,Cycethra verrucosa,1,1,GJE,POINT (-65.06 -41.95)
M2_INVERT_DATA.4721,4721,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,4,Echinodermata,Asteroidea,Odontasteridae,Odontaster penicillatus,2,1,GJE,POINT (-65.06 -41.95)
M2_INVERT_DATA.4722,4722,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,4,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,1,430,GJE,POINT (-65.06 -41.95)
M2_INVERT_DATA.4723,4723,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,4,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,2,209,GJE,POINT (-65.06 -41.95)
M2_INVERT_DATA.4724,4724,912341868,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,3.5,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,1,5,SCE,POINT (-65.06 -41.95)
M2_INVERT_DATA.4725,4725,912341868,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,3.5,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,2,5,SCE,POINT (-65.06 -41.95)
M2_INVERT_DATA.4726,4726,912341868,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,3.5,Echinodermata,Asteroidea,Asteriidae,Anasterias antarctica,2,3,SCE,POINT (-65.06 -41.95)
M2_INVERT_DATA.4727,4727,912341868,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,3.5,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,1,36,SCE,POINT (-65.06 -41.95)
M2_INVERT_DATA.4728,4728,912341868,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,3.5,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,2,29,SCE,POINT (-65.06 -41.95)
M2_INVERT_DATA.4729,4729,912341868,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,3.5,Echinodermata,Asteroidea,Astropectinidae,Astropecten spp.,1,1,SCE,POINT (-65.06 -41.95)
M2_INVERT_DATA.4730,4730,912341868,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,3.5,Echinodermata,Asteroidea,Astropectinidae,Astropecten spp.,2,1,SCE,POINT (-65.06 -41.95)
M2_INVERT_DATA.4731,4731,912341868,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,3.5,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,1,650,SCE,POINT (-65.06 -41.95)
M2_INVERT_DATA.4732,4732,912341868,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,3.5,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,2,520,SCE,POINT (-65.06 -41.95)
M2_INVERT_DATA.4733,4733,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T14:00:00Z,3.5,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,1,2,AI,POINT (-65.06 -41.94)
M2_INVERT_DATA.4734,4734,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T14:00:00Z,3.5,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,2,10,AI,POINT (-65.06 -41.94)
M2_INVERT_DATA.4735,4735,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T14:00:00Z,3.5,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,1,71,AI,POINT (-65.06 -41.94)
M2_INVERT_DATA.4736,4736,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T14:00:00Z,3.5,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,2,85,AI,POINT (-65.06 -41.94)
M2_INVERT_DATA.4737,4737,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T14:00:00Z,3.5,Mollusca,Gastropoda,Trochidae,Calliostoma spp.,1,2,AI,POINT (-65.06 -41.94)
M2_INVERT_DATA.4738,4738,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T14:00:00Z,3.5,Echinodermata,Asteroidea,Ganeriidae,Cycethra verrucosa,2,1,AI,POINT (-65.06 -41.94)
M2_INVERT_DATA.4739,4739,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T14:00:00Z,3.5,Mollusca,Gastropoda,,Nudibranchia spp.,2,1,AI,POINT (-65.06 -41.94)
M2_INVERT_DATA.4740,4740,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T14:00:00Z,3.5,Echinodermata,Asteroidea,Odontasteridae,Odontaster penicillatus,1,1,AI,POINT (-65.06 -41.94)
M2_INVERT_DATA.4741,4741,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T14:00:00Z,3.5,Mollusca,Gastropoda,Volutidae,Odontocymbiola magellanica,2,1,AI,POINT (-65.06 -41.94)
M2_INVERT_DATA.4742,4742,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T14:00:00Z,3.5,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,1,1100,AI,POINT (-65.06 -41.94)
M2_INVERT_DATA.4743,4743,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T14:00:00Z,3.5,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,2,1100,AI,POINT (-65.06 -41.94)
M2_INVERT_DATA.4744,4744,912341870,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-15T14:00:00Z,4,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,1,8,GJE,POINT (-65.06 -41.94)
M2_INVERT_DATA.4745,4745,912341870,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-15T14:00:00Z,4,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,2,1,GJE,POINT (-65.06 -41.94)
M2_INVERT_DATA.4746,4746,912341870,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-15T14:00:00Z,4,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,1,24,GJE,POINT (-65.06 -41.94)
M2_INVERT_DATA.4747,4747,912341870,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-15T14:00:00Z,4,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,2,21,GJE,POINT (-65.06 -41.94)
M2_INVERT_DATA.4748,4748,912341870,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-15T14:00:00Z,4,Echinodermata,Asteroidea,Astropectinidae,Astropecten spp.,1,1,GJE,POINT (-65.06 -41.94)
M2_INVERT_DATA.4749,4749,912341870,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-15T14:00:00Z,4,Echinodermata,Asteroidea,Astropectinidae,Astropecten spp.,2,1,GJE,POINT (-65.06 -41.94)
M2_INVERT_DATA.4750,4750,912341870,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-15T14:00:00Z,4,Echinodermata,Asteroidea,Ganeriidae,Cycethra verrucosa,2,1,GJE,POINT (-65.06 -41.94)
M2_INVERT_DATA.4751,4751,912341870,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-15T14:00:00Z,4,Mollusca,Gastropoda,Volutidae,Odontocymbiola magellanica,2,1,GJE,POINT (-65.06 -41.94)
M2_INVERT_DATA.4752,4752,912341870,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-15T14:00:00Z,4,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,1,850,GJE,POINT (-65.06 -41.94)
M2_INVERT_DATA.4753,4753,912341870,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-15T14:00:00Z,4,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,2,620,GJE,POINT (-65.06 -41.94)
M2_INVERT_DATA.4754,4754,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-10T14:00:00Z,15.5,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,1,2,SCE,POINT (-64.26 -42.63)
M2_INVERT_DATA.4755,4755,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-10T14:00:00Z,15.5,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,2,2,SCE,POINT (-64.26 -42.63)
M2_INVERT_DATA.4756,4756,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-10T14:00:00Z,15.5,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,1,134,SCE,POINT (-64.26 -42.63)
M2_INVERT_DATA.4757,4757,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-10T14:00:00Z,15.5,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,2,134,SCE,POINT (-64.26 -42.63)
M2_INVERT_DATA.4758,4758,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-10T14:00:00Z,15.5,Echinodermata,Asteroidea,Stichasteridae,Cosmasterias lurida,1,1,SCE,POINT (-64.26 -42.63)
M2_INVERT_DATA.4759,4759,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-10T14:00:00Z,15.5,Echinodermata,Asteroidea,Stichasteridae,Cosmasterias lurida,2,1,SCE,POINT (-64.26 -42.63)
M2_INVERT_DATA.4760,4760,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-10T14:00:00Z,15.5,Echinodermata,Asteroidea,Ganeriidae,Cycethra verrucosa,1,1,SCE,POINT (-64.26 -42.63)
M2_INVERT_DATA.4761,4761,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-10T14:00:00Z,15.5,Echinodermata,Asteroidea,Ganeriidae,Cycethra verrucosa,2,1,SCE,POINT (-64.26 -42.63)
M2_INVERT_DATA.4762,4762,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-10T14:00:00Z,15.5,Mollusca,Gastropoda,Fissurellidae,Fissurellidea patagonica,1,1,SCE,POINT (-64.26 -42.63)
M2_INVERT_DATA.4763,4763,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-10T14:00:00Z,15.5,Mollusca,Gastropoda,Fissurellidae,Fissurellidea patagonica,2,1,SCE,POINT (-64.26 -42.63)
M2_INVERT_DATA.4764,4764,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-10T14:00:00Z,15.5,Mollusca,Gastropoda,Discodorididae,Gargamella immaculata,2,1,SCE,POINT (-64.26 -42.63)
M2_INVERT_DATA.4765,4765,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-10T14:00:00Z,15.5,Echinodermata,Asteroidea,Odontasteridae,Odontaster penicillatus,1,1,SCE,POINT (-64.26 -42.63)
M2_INVERT_DATA.4766,4766,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-10T14:00:00Z,15.5,Echinodermata,Asteroidea,Odontasteridae,Odontaster penicillatus,2,1,SCE,POINT (-64.26 -42.63)
M2_INVERT_DATA.4767,4767,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-10T14:00:00Z,15.5,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,1,1000,SCE,POINT (-64.26 -42.63)
M2_INVERT_DATA.4768,4768,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-10T14:00:00Z,15.5,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,2,790,SCE,POINT (-64.26 -42.63)
M2_INVERT_DATA.4769,4769,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-10T14:00:00Z,15.5,Mollusca,Gastropoda,Polyceridae,Thecacera sp. [yellow striped],1,1,SCE,POINT (-64.26 -42.63)
M2_INVERT_DATA.4770,4770,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,11.5,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,1,7,GJE,POINT (-64.28 -42.62)
M2_INVERT_DATA.4771,4771,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,11.5,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,2,13,GJE,POINT (-64.28 -42.62)
M2_INVERT_DATA.4772,4772,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,11.5,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,1,325,GJE,POINT (-64.28 -42.62)
M2_INVERT_DATA.4773,4773,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,11.5,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,2,298,GJE,POINT (-64.28 -42.62)
M2_INVERT_DATA.4774,4774,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,11.5,Echinodermata,Asteroidea,Stichasteridae,Cosmasterias lurida,1,4,GJE,POINT (-64.28 -42.62)
M2_INVERT_DATA.4775,4775,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,11.5,Echinodermata,Asteroidea,Stichasteridae,Cosmasterias lurida,2,5,GJE,POINT (-64.28 -42.62)
M2_INVERT_DATA.4776,4776,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,11.5,Echinodermata,Asteroidea,Ganeriidae,Cycethra verrucosa,1,1,GJE,POINT (-64.28 -42.62)
M2_INVERT_DATA.4777,4777,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,11.5,Echinodermata,Asteroidea,Ganeriidae,Cycethra verrucosa,2,3,GJE,POINT (-64.28 -42.62)
M2_INVERT_DATA.4778,4778,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,11.5,Echinodermata,Asteroidea,Odontasteridae,Odontaster penicillatus,1,1,GJE,POINT (-64.28 -42.62)
M2_INVERT_DATA.4779,4779,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,11.5,Echinodermata,Asteroidea,Odontasteridae,Odontaster penicillatus,2,1,GJE,POINT (-64.28 -42.62)
M2_INVERT_DATA.4780,4780,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,11.5,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,1,1500,GJE,POINT (-64.28 -42.62)
M2_INVERT_DATA.4781,4781,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,11.5,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,2,1400,GJE,POINT (-64.28 -42.62)
M2_INVERT_DATA.4782,4782,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,11.5,Mollusca,Gastropoda,Chromodorididae,Tyrinna delicata,2,1,GJE,POINT (-64.28 -42.62)
M2_INVERT_DATA.4783,4783,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,12,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,1,1,AI,POINT (-64.28 -42.62)
M2_INVERT_DATA.4784,4784,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,12,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,2,1,AI,POINT (-64.28 -42.62)
M2_INVERT_DATA.4785,4785,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,12,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,1,600,AI,POINT (-64.28 -42.62)
M2_INVERT_DATA.4786,4786,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,12,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,2,600,AI,POINT (-64.28 -42.62)
M2_INVERT_DATA.4787,4787,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,12,Echinodermata,Asteroidea,Stichasteridae,Cosmasterias lurida,1,1,AI,POINT (-64.28 -42.62)
M2_INVERT_DATA.4788,4788,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,12,Echinodermata,Asteroidea,Stichasteridae,Cosmasterias lurida,2,1,AI,POINT (-64.28 -42.62)
M2_INVERT_DATA.4789,4789,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,12,Mollusca,Gastropoda,Discodorididae,Gargamella immaculata,1,2,AI,POINT (-64.28 -42.62)
M2_INVERT_DATA.4790,4790,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,12,Mollusca,Gastropoda,Discodorididae,Gargamella immaculata,2,2,AI,POINT (-64.28 -42.62)
M2_INVERT_DATA.4791,4791,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,12,Echinodermata,Asteroidea,Odontasteridae,Odontaster penicillatus,1,4,AI,POINT (-64.28 -42.62)
M2_INVERT_DATA.4792,4792,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,12,Echinodermata,Asteroidea,Odontasteridae,Odontaster penicillatus,2,4,AI,POINT (-64.28 -42.62)
M2_INVERT_DATA.4793,4793,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,12,Platyhelminthes,Turbellaria,,Polycladida spp.,1,3,AI,POINT (-64.28 -42.62)
M2_INVERT_DATA.4794,4794,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,12,Platyhelminthes,Turbellaria,,Polycladida spp.,2,3,AI,POINT (-64.28 -42.62)
M2_INVERT_DATA.4795,4795,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,12,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,1,800,AI,POINT (-64.28 -42.62)
M2_INVERT_DATA.4796,4796,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-10T14:00:00Z,12,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,2,800,AI,POINT (-64.28 -42.62)
M2_INVERT_DATA.4797,4797,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-10T14:00:00Z,18,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,1,1,AI,POINT (-64.24 -42.63)
M2_INVERT_DATA.4798,4798,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-10T14:00:00Z,18,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,1,55,AI,POINT (-64.24 -42.63)
M2_INVERT_DATA.4799,4799,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-10T14:00:00Z,18,Echinodermata,Asteroidea,Stichasteridae,Cosmasterias lurida,1,1,AI,POINT (-64.24 -42.63)
M2_INVERT_DATA.4800,4800,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-10T14:00:00Z,18,Mollusca,Gastropoda,Discodorididae,Gargamella immaculata,1,2,AI,POINT (-64.24 -42.63)
M2_INVERT_DATA.4801,4801,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-10T14:00:00Z,18,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,1,78,AI,POINT (-64.24 -42.63)
M2_INVERT_DATA.4802,4802,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-10T14:00:00Z,18,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,2,185,GJE,POINT (-64.24 -42.63)
M2_INVERT_DATA.4803,4803,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-10T14:00:00Z,18,Echinodermata,Asteroidea,Stichasteridae,Cosmasterias lurida,2,2,GJE,POINT (-64.24 -42.63)
M2_INVERT_DATA.4804,4804,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-10T14:00:00Z,18,Echinodermata,Asteroidea,Ganeriidae,Cycethra verrucosa,2,1,GJE,POINT (-64.24 -42.63)
