FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M2_INVERT_DATA.4890,4890,912341881,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,1,19,GJE,POINT (-64.43 -42.95)
M2_INVERT_DATA.4891,4891,912341881,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,2,12,GJE,POINT (-64.43 -42.95)
M2_INVERT_DATA.4892,4892,912341881,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8,Mollusca,Gastropoda,Fissurellidae,Fissurellidea patagonica,1,1,GJE,POINT (-64.43 -42.95)
M2_INVERT_DATA.4893,4893,912341881,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,1,775,GJE,POINT (-64.43 -42.95)
M2_INVERT_DATA.4894,4894,912341881,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,2,480,GJE,POINT (-64.43 -42.95)
M2_INVERT_DATA.4895,4895,912341881,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8,Mollusca,Gastropoda,Muricidae,Trophon geversianus,1,3,GJE,POINT (-64.43 -42.95)
M2_INVERT_DATA.4896,4896,912341881,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8,Mollusca,Gastropoda,Muricidae,Trophon plicatus,1,11,GJE,POINT (-64.43 -42.95)
M2_INVERT_DATA.4897,4897,912341881,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8,Mollusca,Gastropoda,Muricidae,Trophon plicatus,2,2,GJE,POINT (-64.43 -42.95)
M2_INVERT_DATA.4898,4898,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8.1,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,1,2,AI,POINT (-64.43 -42.95)
M2_INVERT_DATA.4899,4899,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8.1,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,2,3,AI,POINT (-64.43 -42.95)
M2_INVERT_DATA.4900,4900,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8.1,Echinodermata,Asteroidea,Asteriidae,Anasterias antarctica,1,1,AI,POINT (-64.43 -42.95)
M2_INVERT_DATA.4901,4901,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8.1,Echinodermata,Asteroidea,Asteriidae,Anasterias antarctica,2,1,AI,POINT (-64.43 -42.95)
M2_INVERT_DATA.4902,4902,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8.1,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,1,33,AI,POINT (-64.43 -42.95)
M2_INVERT_DATA.4903,4903,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8.1,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,2,20,AI,POINT (-64.43 -42.95)
M2_INVERT_DATA.4904,4904,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8.1,Arthropoda,Malacostraca,Epialtidae,Leucippa pentagona,1,1,AI,POINT (-64.43 -42.95)
M2_INVERT_DATA.4905,4905,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8.1,Mollusca,Gastropoda,Volutidae,Odontocymbiola magellanica,1,1,AI,POINT (-64.43 -42.95)
M2_INVERT_DATA.4906,4906,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8.1,Platyhelminthes,Turbellaria,,Polycladida spp.,2,1,AI,POINT (-64.43 -42.95)
M2_INVERT_DATA.4907,4907,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8.1,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,1,400,AI,POINT (-64.43 -42.95)
M2_INVERT_DATA.4908,4908,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8.1,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,2,300,AI,POINT (-64.43 -42.95)
M2_INVERT_DATA.4909,4909,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8.1,Mollusca,Gastropoda,Muricidae,Trophon geversianus,1,2,AI,POINT (-64.43 -42.95)
M2_INVERT_DATA.4910,4910,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8.1,Mollusca,Gastropoda,Muricidae,Trophon geversianus,2,10,AI,POINT (-64.43 -42.95)
M2_INVERT_DATA.4911,4911,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8.1,Mollusca,Gastropoda,Muricidae,Trophon plicatus,1,2,AI,POINT (-64.43 -42.95)
M2_INVERT_DATA.4912,4912,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-14T14:00:00Z,8.1,Mollusca,Gastropoda,Muricidae,Trophon plicatus,2,2,AI,POINT (-64.43 -42.95)
M2_INVERT_DATA.7821,7821,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,9.5,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,2,13,AI,POINT (-64.23 -42.26)
M2_INVERT_DATA.7822,7822,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,9.5,Echinodermata,Asteroidea,Asteriidae,Anasterias antarctica,2,2,AI,POINT (-64.23 -42.26)
M2_INVERT_DATA.7823,7823,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,9.5,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,2,2250,AI,POINT (-64.23 -42.26)
M2_INVERT_DATA.7824,7824,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,9.5,Echinodermata,Asteroidea,Stichasteridae,Cosmasterias lurida,2,4,AI,POINT (-64.23 -42.26)
M2_INVERT_DATA.7825,7825,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,9.5,Mollusca,Gastropoda,Dorididae,Doris fontainii,2,1,AI,POINT (-64.23 -42.26)
M2_INVERT_DATA.7826,7826,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,9.5,Mollusca,Gastropoda,Pleurobranchidae,Pleurobranchaea spp.,2,1,AI,POINT (-64.23 -42.26)
M2_INVERT_DATA.7827,7827,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,9.5,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,2,9,AI,POINT (-64.23 -42.26)
M2_INVERT_DATA.7828,7828,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,9.5,Mollusca,Gastropoda,Volutidae,Adelomelon ancilla,1,1,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7829,7829,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,9.5,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,1,13,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7830,7830,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,9.5,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,1,1860,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7831,7831,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,9.5,Echinodermata,Asteroidea,Stichasteridae,Cosmasterias lurida,1,2,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7832,7832,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,9.5,Echinodermata,Asteroidea,Ganeriidae,Cycethra verrucosa,1,2,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7833,7833,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,9.5,Mollusca,Gastropoda,Pleurobranchidae,Pleurobranchaea spp.,1,2,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7834,7834,912341863,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,9.5,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,1,6,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7835,7835,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,10,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,1,11,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7836,7836,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,10,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,2,16,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7837,7837,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,10,Echinodermata,Asteroidea,Asteriidae,Anasterias antarctica,1,2,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7838,7838,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,10,Echinodermata,Asteroidea,Asteriidae,Anasterias antarctica,2,6,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7839,7839,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,10,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,1,1450,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7840,7840,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,10,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,2,1350,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7841,7841,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,10,Echinodermata,Asteroidea,Astropectinidae,Astropecten spp.,1,1,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7842,7842,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,10,Echinodermata,Asteroidea,Stichasteridae,Cosmasterias lurida,1,3,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7843,7843,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,10,Echinodermata,Asteroidea,Stichasteridae,Cosmasterias lurida,2,6,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7844,7844,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,10,Echinodermata,Asteroidea,Ganeriidae,Cycethra verrucosa,1,1,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7845,7845,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,10,Arthropoda,Malacostraca,Epialtidae,Leucippa pentagona,1,1,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7846,7846,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,10,Mollusca,Gastropoda,Pleurobranchidae,Pleurobranchaea spp.,1,4,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7847,7847,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,10,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,1,17,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7848,7848,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-09T14:00:00Z,10,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,2,14,GJE,POINT (-64.23 -42.26)
M2_INVERT_DATA.7849,7849,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-14T14:00:00Z,10,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,1,22,AI,POINT (-64.5 -42.93)
M2_INVERT_DATA.7850,7850,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-14T14:00:00Z,10,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,2,38,AI,POINT (-64.5 -42.93)
M2_INVERT_DATA.7851,7851,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-14T14:00:00Z,10,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,1,320,AI,POINT (-64.5 -42.93)
M2_INVERT_DATA.7852,7852,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-14T14:00:00Z,10,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,2,240,AI,POINT (-64.5 -42.93)
M2_INVERT_DATA.7853,7853,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-14T14:00:00Z,10,Echinodermata,Asteroidea,Stichasteridae,Cosmasterias lurida,2,3,AI,POINT (-64.5 -42.93)
M2_INVERT_DATA.7854,7854,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-14T14:00:00Z,10,Arthropoda,Malacostraca,Epialtidae,Leucippa pentagona,2,4,AI,POINT (-64.5 -42.93)
M2_INVERT_DATA.7855,7855,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-14T14:00:00Z,10,Echinodermata,Echinoidea,Temnopleuridae,Pseudechinus magellanicus,1,17,AI,POINT (-64.5 -42.93)
M2_INVERT_DATA.7856,7856,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-14T14:00:00Z,10,Echinodermata,Echinoidea,Temnopleuridae,Pseudechinus magellanicus,2,18,AI,POINT (-64.5 -42.93)
M2_INVERT_DATA.7857,7857,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-14T14:00:00Z,10,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,1,1090,AI,POINT (-64.5 -42.93)
M2_INVERT_DATA.7858,7858,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-14T14:00:00Z,10,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,2,700,AI,POINT (-64.5 -42.93)
M2_INVERT_DATA.7859,7859,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-14T14:00:00Z,10,Mollusca,Gastropoda,Muricidae,Trophon geversianus,1,21,AI,POINT (-64.5 -42.93)
M2_INVERT_DATA.7860,7860,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-14T14:00:00Z,10,Mollusca,Gastropoda,Muricidae,Trophon geversianus,2,26,AI,POINT (-64.5 -42.93)
M2_INVERT_DATA.7861,7861,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-14T14:00:00Z,10,Mollusca,Gastropoda,Muricidae,Trophon plicatus,1,6,AI,POINT (-64.5 -42.93)
M2_INVERT_DATA.7862,7862,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-14T14:00:00Z,10,Mollusca,Gastropoda,Muricidae,Trophon plicatus,2,2,AI,POINT (-64.5 -42.93)
M2_INVERT_DATA.7863,7863,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,1,1,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7864,7864,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,2,3,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7865,7865,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Echinodermata,Asteroidea,Asteriidae,Anasterias antarctica,1,1,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7866,7866,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Echinodermata,Asteroidea,Asteriidae,Anasterias antarctica,2,2,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7867,7867,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,1,400,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7868,7868,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,2,125,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7869,7869,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Echinodermata,Asteroidea,Astropectinidae,Astropecten spp.,1,5,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7870,7870,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Echinodermata,Asteroidea,Astropectinidae,Astropecten spp.,2,4,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7871,7871,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Echinodermata,Asteroidea,Stichasteridae,Cosmasterias lurida,1,8,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7872,7872,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Echinodermata,Asteroidea,Stichasteridae,Cosmasterias lurida,2,5,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7873,7873,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Echinodermata,Asteroidea,Ganeriidae,Cycethra verrucosa,1,2,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7874,7874,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Echinodermata,Asteroidea,Ganeriidae,Cycethra verrucosa,2,2,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7875,7875,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Mollusca,Gastropoda,Fissurellidae,Fissurellidea patagonica,1,1,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7876,7876,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Mollusca,Gastropoda,Volutidae,Odontocymbiola magellanica,2,1,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7877,7877,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Platyhelminthes,Turbellaria,,Polycladida spp.,2,1,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7878,7878,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,1,1250,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7879,7879,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-16T14:00:00Z,14,Mollusca,Gastropoda,Turbinidae,Tegula patagonica,2,50,GJE,POINT (-65.06 -41.96)
M2_INVERT_DATA.7880,7880,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,4,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,1,10,GJE,POINT (-65.06 -41.95)
M2_INVERT_DATA.7881,7881,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,4,Echinodermata,Asteroidea,Stichasteridae,Allostichaster capensis,2,3,GJE,POINT (-65.06 -41.95)
M2_INVERT_DATA.7882,7882,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,4,Echinodermata,Asteroidea,Asteriidae,Anasterias antarctica,1,1,GJE,POINT (-65.06 -41.95)
M2_INVERT_DATA.7883,7883,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,4,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,1,35,GJE,POINT (-65.06 -41.95)
M2_INVERT_DATA.7884,7884,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-16T14:00:00Z,4,Echinodermata,Echinoidea,Arbaciidae,Arbacia dufresnii,2,27,GJE,POINT (-65.06 -41.95)
